-0,10	-0,126146445	-0,070842698	-0,091556409
-0,13	-0,070842698	-0,091556409	-0,092151275
-0,07	-0,091556409	-0,092151275	-0,055807894
-0,09	-0,092151275	-0,055807894	-0,073318059
-0,09	-0,055807894	-0,073318059	-0,069078388
-0,06	-0,073318059	-0,069078388	0,011747354
-0,07	-0,069078388	0,011747354	0,025933861
-0,07	0,011747354	0,025933861	0,062879096
0,01	0,025933861	0,062879096	0,105180336
0,03	0,062879096	0,105180336	0,027002413
0,06	0,105180336	0,027002413	0,04344488
0,11	0,027002413	0,04344488	-0,016646764
0,03	0,04344488	-0,016646764	-0,010518442
0,04	-0,016646764	-0,010518442	-0,062511153
-0,02	-0,010518442	-0,062511153	0,010093805
-0,01	-0,062511153	0,010093805	0,017511964
-0,06	0,010093805	0,017511964	0,002657991
0,01	0,017511964	0,002657991	0,018688508
0,02	0,002657991	0,018688508	-0,077876653
0,00	0,018688508	-0,077876653	0,044948858
0,02	-0,077876653	0,044948858	0,109134973
-0,08	0,044948858	0,109134973	0,125899654
0,04	0,109134973	0,125899654	0,119043843
0,11	0,125899654	0,119043843	0,137227792
0,13	0,119043843	0,137227792	0,145275726
0,12	0,137227792	0,145275726	0,158878008
0,14	0,145275726	0,158878008	0,173466291
0,15	0,158878008	0,173466291	0,132946033
0,16	0,173466291	0,132946033	0,175753601
0,17	0,132946033	0,175753601	0,160196729
0,13	0,175753601	0,160196729	0,154343139
0,18	0,160196729	0,154343139	0,095273421
0,16	0,154343139	0,095273421	0,051958695
0,15	0,095273421	0,051958695	0,179383486
0,10	0,051958695	0,179383486	0,210920934
0,05	0,179383486	0,210920934	0,187673822
0,18	0,210920934	0,187673822	0,193525742
0,21	0,187673822	0,193525742	0,168068066
0,19	0,193525742	0,168068066	0,080588181
0,19	0,168068066	0,080588181	0,171808466
0,17	0,080588181	0,171808466	0,2114158
0,08	0,171808466	0,2114158	0,196858698
0,17	0,2114158	0,196858698	0,178679602
0,21	0,196858698	0,178679602	0,164166337
0,20	0,178679602	0,164166337	0,164189996
0,18	0,164166337	0,164189996	0,147364748
0,16	0,164189996	0,147364748	0,14437703
0,16	0,147364748	0,14437703	0,166019497
0,15	0,14437703	0,166019497	0,141900901
0,14	0,166019497	0,141900901	0,120109758
0,17	0,141900901	0,120109758	0,167546802
0,14	0,120109758	0,167546802	0,188262492
0,12	0,167546802	0,188262492	0,178859728
0,17	0,188262492	0,178859728	0,199985402
0,19	0,178859728	0,199985402	0,183562759
0,18	0,199985402	0,183562759	0,145447742
0,20	0,183562759	0,145447742	0,180972086
0,18	0,145447742	0,180972086	0,183669452
0,15	0,180972086	0,183669452	0,181534514
0,18	0,183669452	0,181534514	0,2166329
0,18	0,181534514	0,2166329	0,317038072
0,18	0,2166329	0,317038072	0,330619494
0,22	0,317038072	0,330619494	0,34431028
0,32	0,330619494	0,34431028	0,333042573
0,33	0,34431028	0,333042573	0,292678199
0,34	0,333042573	0,292678199	0,323298092
0,33	0,292678199	0,323298092	0,321478272
0,29	0,323298092	0,321478272	0,327058103
0,32	0,321478272	0,327058103	0,336915086
0,32	0,327058103	0,336915086	0,339398807
0,33	0,336915086	0,339398807	0,341036337
0,34	0,339398807	0,341036337	0,338217777
0,34	0,341036337	0,338217777	0,377690076
0,34	0,338217777	0,377690076	0,380994889
0,34	0,377690076	0,380994889	0,293831442
0,38	0,380994889	0,293831442	0,369508288
0,38	0,293831442	0,369508288	0,352116368
0,29	0,369508288	0,352116368	0,374883278
0,37	0,352116368	0,374883278	0,394537685
0,35	0,374883278	0,394537685	0,398945072
0,37	0,394537685	0,398945072	0,414807124
0,39	0,398945072	0,414807124	0,375134125
0,40	0,414807124	0,375134125	0,392869693
0,41	0,375134125	0,392869693	0,399520525
0,38	0,392869693	0,399520525	0,375745362
0,39	0,399520525	0,375745362	0,36293138
0,40	0,375745362	0,36293138	0,410043942
0,38	0,36293138	0,410043942	0,400411496
0,36	0,410043942	0,400411496	0,392913799
0,41	0,400411496	0,392913799	0,367517459
0,40	0,392913799	0,367517459	0,33673333
0,39	0,367517459	0,33673333	0,356830905
0,37	0,33673333	0,356830905	0,429575811
0,34	0,356830905	0,429575811	0,407188507
0,36	0,429575811	0,407188507	0,402311386
0,43	0,407188507	0,402311386	0,385247855
0,41	0,402311386	0,385247855	0,422508746
0,40	0,385247855	0,422508746	0,435899517
0,39	0,422508746	0,435899517	0,447110059
0,42	0,435899517	0,447110059	0,443542158
0,44	0,447110059	0,443542158	0,456332442
0,45	0,443542158	0,456332442	0,469182826
0,44	0,456332442	0,469182826	0,448513687
0,46	0,469182826	0,448513687	0,428465183
0,47	0,448513687	0,428465183	0,454212365
0,45	0,428465183	0,454212365	0,490791945
0,43	0,454212365	0,490791945	0,505029048
0,45	0,490791945	0,505029048	0,530681386
0,49	0,505029048	0,530681386	0,529141585
0,51	0,530681386	0,529141585	0,541816776
0,53	0,529141585	0,541816776	0,50271969
0,53	0,541816776	0,50271969	0,50793
0,54	0,50271969	0,50793	0,541719847
0,50	0,50793	0,541719847	0,566953167
0,51	0,541719847	0,566953167	0,56651237
0,54	0,566953167	0,56651237	0,563354914
