-0,0995484370000000
-0,126146445000000
-0,0708426980000000
-0,0915564090000000
-0,0921512750000000
-0,0558078940000000
-0,0733180590000000
-0,0690783880000000
0,0117473540000000
0,0259338610000000
0,0628790960000000
0,105180336000000
0,0270024130000000
0,0434448800000000
-0,0166467640000000
-0,0105184420000000
-0,0625111530000000
0,0100938050000000
0,0175119640000000
0,00265799100000000
0,0186885080000000
-0,0778766530000000
0,0449488580000000
0,109134973000000
0,125899654000000
0,119043843000000
0,137227792000000
0,145275726000000
0,158878008000000
0,173466291000000
0,132946033000000
0,175753601000000
0,160196729000000
0,154343139000000
0,0952734210000000
0,0519586950000000
0,179383486000000
0,210920934000000
0,187673822000000
0,193525742000000
0,168068066000000
0,0805881810000000
0,171808466000000
0,211415800000000
0,196858698000000
0,178679602000000
0,164166337000000
0,164189996000000
0,147364748000000
0,144377030000000
0,166019497000000
0,141900901000000
0,120109758000000
0,167546802000000
0,188262492000000
0,178859728000000
0,199985402000000
0,183562759000000
0,145447742000000
0,180972086000000
0,183669452000000
0,181534514000000
0,216632900000000
0,317038072000000
0,330619494000000
0,344310280000000
0,333042573000000
0,292678199000000
0,323298092000000
0,321478272000000
0,327058103000000
0,336915086000000
0,339398807000000
0,341036337000000
0,338217777000000
0,377690076000000
0,380994889000000
0,293831442000000
0,369508288000000
0,352116368000000
0,374883278000000
0,394537685000000
0,398945072000000
0,414807124000000
0,375134125000000
0,392869693000000
0,399520525000000
0,375745362000000
0,362931380000000
0,410043942000000
0,400411496000000
0,392913799000000
0,367517459000000
0,336733330000000
0,356830905000000
0,429575811000000
0,407188507000000
0,402311386000000
0,385247855000000
0,422508746000000
0,435899517000000
0,447110059000000
0,443542158000000
0,456332442000000
0,469182826000000
0,448513687000000
0,428465183000000
0,454212365000000
0,490791945000000
0,505029048000000
0,530681386000000
0,529141585000000
0,541816776000000
0,502719690000000
0,507930000000000
0,541719847000000
0,566953167000000
0,566512370000000
0,563354914000000
0,573371773000000
0,571409573000000
0,586161878000000
0,599521797000000
0,636018253000000
0,632985135000000
0,611028741000000
0,619432989000000
0,637556702000000
0,571887285000000
0,572133043000000
0,647711498000000
0,717685304000000
0,673176365000000
0,626245434000000
0,638404545000000
